question_id,question,answer,is_hallucination,mean_entropy,max_entropy,entity_entropy,semantic_inconsistency,cross_model_disagreement
0,Who was the man behind The Chipmunks?,Ross Bagdasarian Sr.,1,0.061585119072149024,0.3118686999691321,0.019871188922651845,0.22493088245391846,0.7736545503139496
1,Which Lloyd Webber musical premiered in the US on 10th December 1993?,Sunset Boulevard.,0,0.2350965246909169,0.36423434857658404,0.17052761274808337,0.2394789457321167,0.9212392568588257
2,Who was the next British Prime Minister after Arthur Balfour?,Sir Henry Campbell-Bannerman.,0,0.1241560412212139,0.3678776254873848,0.07669993064730894,0.24728316068649292,0.5194017589092255
3,Who had a 70s No 1 hit with Kiss You All Over?,Exile.,0,0.17993069388868824,0.3597473971298791,0.17993069388868824,0.03909939527511597,0.9476317875087261
4,What claimed the life of singer Kathleen Ferrier?,Breast cancer.,0,0.12597074454910762,0.3000796419901548,0.12597074454910762,0.09653198719024658,0.8413041532039642
5,Rita Coolidge sang the title song for which Bond film?,Octopussy.,0,0.19370522808292434,0.3640934349355437,0.19370522808292434,0.5219756662845612,0.8220038861036301
6,What was the last US state to reintroduce alcohol after prohibition?,Mississippi.,1,0.18065688390316598,0.35551463233589126,0.00579913547044072,0.11544054746627808,0.5430785119533539
7,Which actress was voted Miss Greenwich Village in 1942?,Lauren Bacall,0,0.10657630145933898,0.23694448956595737,0.10657630145933898,0.36077654361724854,0.8017383515834808
8,What is the Japanese share index called?,Nikkei 225.,0,0.14899117952203111,0.35353642040935024,0.34321869442090386,0.0,0.4196007251739502
9,What was the name of Michael Jackson's autobiography written in 1988?,Moonwalk.,0,0.11696882908085952,0.3030293369851143,0.11696882908085952,0.2667495012283325,0.8035382479429245
10,In which decade did stereo records first go on sale?,1958.,1,0.18546784303886257,0.3678322302685706,0.003103455809154532,0.22895276546478271,0.5024003684520721
11,In what year's Olympics were electric timing devices and a public-address system used for the first time?,1928,1,0.000662211761181729,0.000662211761181729,0.000662211761181729,0.3425137400627136,0.7486282289028168
12,Which volcano in Tanzania is the highest mountain in Africa?,Mount Kilimanjaro.,0,0.15396623974384752,0.3669289123779472,0.15396623974384752,0.12704551219940186,0.49298614263534546
13,The flag of Libya is a plain rectangle of which color?,Green.,0,0.18514798584626746,0.36683165875455703,0.18514798584626746,0.06921148300170898,0.6659532785415649
14,Of which African country is Niamey the capital?,Niger.,0,0.18180829713292163,0.3450964053691313,0.18180829713292163,0.23675882816314697,0.5521240830421448
15,Who was the director of the CIA from 1976-81?,Stansfield Turner,1,0.08819629155285592,0.3326681671012608,0.08819629155285592,0.12154215574264526,0.7496472001075745
16,Which musical featured the song The Street Where You Live?,My Fair Lady.,0,0.15684304909674032,0.3674003668782093,0.15684304909674032,0.3016608953475952,0.759967029094696
17,"""Who was the target of the failed """"Bomb Plot"""" of 1944?""",Adolf Hitler.,0,0.16087870078036695,0.30259406530231264,0.12619368956182972,0.3335186243057251,0.7540086358785629
18,Who had an 80s No 1 hit with Hold On To The Nights?,Dennis DeYoung,1,0.02383409283275022,0.04469454113042745,0.02383409283275022,0.43729233741760254,0.8978342115879059
19,Who directed the classic 30s western Stagecoach?,John Ford.,0,0.15205384468160146,0.3642656819604663,0.04594792604216905,0.0518798828125,0.690270721912384
20,Dave Gilmore and Roger Waters were in which rock group?,Pink Floyd.,0,0.17299506273545018,0.36787698006957875,0.07555410406838588,0.2352294921875,0.6505603194236755
21,Which highway was Revisited in a classic 60s album by Bob Dylan?,Highway 61.,0,0.1782574562727801,0.36717643220055757,0.07105418491501751,0.23446881771087646,0.24489986896514893
22,Which was the only eastern bloc country to participate in the 1984 LA Olympics?,Romania.,0,0.1969949224612767,0.35971413371780253,0.034275711204750856,0.13303977251052856,0.48102569580078125
23,Which 90s sci fi series with James Belushi was based on Bruce Wagner's comic strip of the same name?,Wild Palms.,0,0.18408676912225108,0.36785338326797595,0.18408676912225108,0.4708210229873657,0.7634124606847763
24,If I Were A Rich Man Was a big hit from which stage show?,Fiddler on the Roof.,0,0.10358342384864855,0.3678200126228481,0.10358342384864855,0.18836897611618042,0.8395916372537613
25,Men Against the Sea and Pitcairn's Island were two sequels to what famous novel?,Mutiny on the Bounty.,0,0.23598033123628348,0.35324522685419185,0.23598033123628348,0.01734369993209839,0.8367255926132202
26,What was Truman Capote's last name before he was adopted by his stepfather?,Monroe.,1,0.18293251182832304,0.3647790814621172,0.0010859421945289144,0.5563350319862366,0.553581953048706
27,"In Lewis Carroll's poem The Hunting of the Snark, what did the elusive, troublesome snark turn into to fool hunters?",A Boojum.,0,0.10600216407212623,0.36328678461363173,0.02872411294142406,0.3256492018699646,0.8566645979881287
28,"In the Bible, who did the sun and moon stand still before?",Joshua.,0,0.1868662156912687,0.36778888943864874,0.005943541943888658,0.26384228467941284,0.681047797203064
29,What Michelle Pfeiffer movie got a boost from the Coolio song Gangsta's Paradise?,Dangerous Minds.,0,0.1535145963997378,0.3630353628696557,0.037128635192214064,0.0,0.7963145077228546
30,What was President Gerald Ford's middle name?,Rudolph.,0,0.18427875069783387,0.36771986282027186,0.0008376385753958869,0.49929237365722656,0.7261799573898315
31,Art Garfunkel trained for which profession although he didn't qualify?,Dentistry.,1,0.2350913357049964,0.36783011229087065,0.2350913357049964,0.5940772891044617,0.8560330122709274
32,Who was the last inmate of Spandau jail in Berlin?,Albert Speer.,1,0.1342224868380094,0.3627119053054063,0.0580593473488771,0.3600394129753113,0.8202807307243347
33,What was Eddie Murphy's first movie?,48 Hrs.,0,0.14479743976893836,0.36751071513715644,0.00017875838826813604,0.2659722566604614,0.9699322916567326
34,In the 80s who wrote the novel Empire of The Sun?,J.G. Ballard.,0,0.17850540377016644,0.35369073816807983,0.14346833689058375,0.20220768451690674,0.6447659730911255
35,Kagoshima international airport is in which country?,Japan.,0,0.25602780353697224,0.36062658293060046,0.151429024143344,0.004359543323516846,0.38037109375
36,In which sport could the Pacers take on the Pistons?,Basketball.,0,0.1885116976867348,0.2984644437613238,0.1885116976867348,0.29599297046661377,0.6576151549816132
37,Kim Carnes' nine weeks at No 1 with Bette Davis Eyes was interrupted for one week by which song?,Rosanna by Toto.,1,0.08809196829877262,0.3672627665222762,0.039448680218730776,0.6684113442897797,0.8010262548923492
38,Where in Canada is the Lion's Gate bridge?,"Vancouver, British Columbia.",0,0.15085831375816605,0.32685160513032063,0.06967754413842957,0.005389869213104248,0.6151872873306274
39,What was Walter Matthau's first movie?,Strangers on a Train (1951),1,0.23188625724855388,0.36741271766976014,0.13875863165782634,0.17400091886520386,0.731727659702301
40,Otis Barton was a pioneer in exploring where?,The deep ocean.,1,0.16927553244866506,0.36626015929434746,0.16927553244866506,0.3285015821456909,0.7527495920658112
41,Where in England was actor Nigel Hawthorne born?,Coventry.,0,0.1830026406067935,0.3440300848457304,0.1830026406067935,0.01886194944381714,0.7471411228179932
42,"What mythological beast has the head of a man, the body of a lion, and the tail and feet of a dragon?",Manticore.,0,0.14531932940882708,0.36374739146400253,0.07250997539043529,0.29585373401641846,0.7845686972141266
43,"In Greek mythology, who were Arges, Brontes and Steropes?","The Cyclopes, sons of the Titans Uranus and Gaea.",1,0.1260498477923368,0.36160717108811674,0.038114986766916575,0.18374836444854736,0.7250024378299713
44,Which musician founded the Red Hot Peppers?,"Anthony Kiedis and Flea founded the Red Hot Chili Peppers, but the band's original members were Anthony Kiedis, Flea, Hillel Slovak, and Jack Irons.",1,0.1577719020651545,0.3672422413751102,0.10897433439217459,0.1620696783065796,0.43561041355133057
45,Where did the Shinning Path terrorists operate?,Peru.,0,0.17484708910459454,0.3496195153830281,7.466282616097506e-05,0.19693833589553833,0.9979708418250084
46,How old was Jimi Hendrix when he died?,27,0,0.016649768889487247,0.016649768889487247,0.016649768889487247,0.23061895370483398,0.6220678389072418
47,Which Brit broke the land speed record in 1990 in Thrust 2?,Richard Noble.,0,0.12908719557952517,0.3648283594804491,0.01121661362906319,0.3663061857223511,0.9203594624996185
48,In which state was Gene Vincent born?,Virginia.,0,0.18934654810146292,0.35290814564678463,0.0257849505561412,0.0,0.7207187414169312
49,How was the European Recovery Program in the 1940s more commonly known?,The Marshall Plan.,0,0.1656672095510973,0.33167080389513187,0.15735201694067316,0.019905388355255127,0.7839163541793823
50,Brandon Lee died during the making of which movie?,The Crow.,0,0.19217792402827572,0.36436755829239276,0.19217792402827572,0.16276949644088745,0.5628040432929993
51,Who had a 70s No 1 hit with Let's Do It Again?,The Staple Singers,0,0.11531173392325504,0.1912318814347362,0.11531173392325504,0.009937107563018799,0.8345312029123306
52,Who had a Too Legit To Quit Tour?,MC Hammer.,0,0.16696506469920572,0.3675958551498069,0.06664966947390516,-1.1920928955078125e-07,0.9011343270540237
53,"""According to Rudyard Kipling what were the """"two imposters"""" to meet and treat the same day?""",Triumph and Disaster.,0,0.10443225161092909,0.3212171181471802,0.10443225161092909,0.5726401805877686,0.862606480717659
54,Who is the most successful UK solo artist in the USA?,Elton John.,0,0.18892393367165425,0.3648997984443079,0.1302653120807697,0.35608595609664917,0.6095870137214661
55,Which country does the airline TAAG come from?,Angola.,0,0.17005076363170493,0.3380209436106046,0.002080583652805285,0.199554443359375,0.5955843329429626
56,Which US No 1 single came from Diana Ross's platinum album Diana?,Upside Down.,0,0.238136976818893,0.3670925544810674,0.20670045432707848,0.3407110571861267,0.8077800422906876
57,River Phoenix died during the making of which movie?,Dark Blood.,0,0.12329748322078239,0.36412176516543693,0.002885342248455142,0.16286134719848633,0.7381261587142944
58,Which artist David was born in Bradford UK?,David Hockney,0,0.1950113183970299,0.33854827363679524,0.1950113183970299,0.38766396045684814,0.6513418555259705
59,What is Mel Gibson's middle name?,Glen.,1,0.1821375734767153,0.36362317692804436,0.000651970025386236,0.4928233027458191,0.6236683130264282
60,Richard Daley was mayor of which city for 21 years?,Chicago.,0,0.18802136576125855,0.3586452325238278,0.017397498998689313,0.4467207193374634,0.14650070667266846
61,"""In which movie did Garbo say, """"I want to be alone"""".""",Grand Hotel.,0,0.12401244441332082,0.3652321194115119,0.003402606914225271,0.2597008943557739,0.9219313710927963
62,What is Osbert Lancaster best known for producing?,Cartoonist and theatre designer.,1,0.15059967068358152,0.33349736741344926,0.12545319688915238,0.11468523740768433,0.7196052670478821
63,Who was the defending champion when Martina Navratilova first won Wimbledon singles?,Billie Jean King,1,0.10267933977956148,0.1980358479562281,0.10267933977956148,0.38045281171798706,0.6683794856071472
64,Who was the first US-born winner of golf's British Open?,"Richard Tillinghast was not the first US-born winner, but the first US-born winner of golf's British Open was actually  was not Richard Tillinghast, but rather  the first US-born winner was actually  Bobby Jones in",1,0.13246800935055353,0.36786913396352067,0.10966882682346887,0.5293195247650146,0.44477379322052
65,In which country is the Sky Train Rail bridge?,Thailand,1,0.007899403049722616,0.007899403049722616,0.007899403049722616,0.3490956425666809,0.6469700932502747
66,What was the Paramount Film Company originally called?,The Paramount Film Company was originally called the Famous Players Film Company.,0,0.1782835940361802,0.3678115922551797,0.12465351328189739,0.049246013164520264,0.5098544657230377
67,Who was the first person after Scott to reach the South Pole overland?,Roald Amundsen.,1,0.18852654628752033,0.3518789450857121,0.15585606652788198,0.3980149030685425,0.7743028253316879
68,Which journalist first told the world about the My Lai massacre?,Seymour Hersh.,0,0.18107533883501858,0.3502924650359142,0.17450488921607984,0.09522074460983276,0.7982240319252014
69,What is the name of Terence and Shirley Conran's dress designer son?,Jasper Conran.,0,0.18083673888938856,0.36600301047011247,0.11911464836248058,0.612701416015625,0.5521460175514221
70,Which drink did The Spice Girls promote?,Pepsi.,0,0.1900407463077003,0.36712485398559075,0.012956638629809836,0.29792219400405884,0.7634376436471939
71,Who was the youngest brother in the Beach Boys?,Carl Wilson,0,0.009955122351148872,0.016086745481216986,0.009955122351148872,0.1002853512763977,0.7213175296783447
72,Who first hosted Family Feud?,Richard Dawson.,0,0.12579331488981196,0.3512980812793911,0.013040931695022413,0.10584306716918945,0.6705650687217712
73,What did the Lone Ranger's title Kemo Sabe mean in Apache?,"""Trusted Friend""",1,0.14150850239609775,0.34612711540354824,0.09035384914423515,0.15083009004592896,0.8250523656606674
74,Who or what was Gentle Ben in the 60s TV series?,Gentle Ben was a black bear.,0,0.16486729926876809,0.35315423679322894,0.0942436997309677,0.2054346203804016,0.26688623428344727
75,Which 70s show was based on the British show Till Death Us Do Part?,All in the Family.,0,0.13536659905564896,0.3668965935516794,0.05462202090632956,0.5586432814598083,0.8259746581315994
76,On what date in 1969 did Neil Armstrong first set foot on the Moon?,"July 20, 1969.",0,0.12505628898462812,0.2671467546415127,0.08953367257040698,1.1920928955078125e-07,0.42732763290405273
77,Bandar Seri Begawan International airport is in which country?,Brunei.,0,0.12277723572363868,0.35467401524648234,0.008175600343128546,0.1385747194290161,0.6561767160892487
78,What was the profession of Paul Strand (1890 - 1976)?,Photographer.,0,0.1794613969875735,0.35812643119157955,0.1794613969875735,0.03597372770309448,0.7128579914569855
79,Who had a 60s No 1 with Downtown?,Petula Clark.,0,0.09453811142394425,0.36395863979176435,0.004731268634670879,0.04282534122467041,0.9337823763489723
80,"Who was born first, Kiefer Sutherland or Christian Slater?",Kiefer Sutherland was born first.,0,0.16163055897076925,0.3617842365227126,0.125590896275038,0.0009365081787109375,0.20098876953125
81,"To the nearest two, how many tennis Grand Slam titles did Jimmy Connors win?",8,1,0.04245621812957769,0.04245621812957769,0.04245621812957769,0.08454686403274536,0.9252726435661316
82,Who was the Georgia Peach?,Ty Cobb.,0,0.17187184312364945,0.36747077273234047,0.07407237831930395,0.3635178804397583,0.7879041284322739
83,Who set fire to his guitar at the Monterey Pop festival in 19676?,Jimi Hendrix.,0,0.09628037093609859,0.3547823051798701,0.03165488737515572,-2.384185791015625e-07,0.7843313664197922
84,Della Street was whose secretary?,Perry Mason.,0,0.12370556437442774,0.3485224167499888,0.011297138186647215,0.20825743675231934,0.714684933423996
85,"In music, who was Sweet and Innocent and Too Young?",Bobby Vee.,1,0.11272957365847298,0.36786419837738,0.02768469875217065,0.7480539381504059,0.7937090843915939
86,Who is featured on Puff Daddy's Can't Hold Me Down?,Mase,0,0.017077858779405004,0.022877059857656104,0.017077858779405004,0.366712749004364,0.708398163318634
87,What had Edmond Hillary worked at before taking up mountain climbing?,Auckland University Mountaineering Club and the New Zealand Army.,1,0.10931685889811936,0.30100032353587536,0.09673305858843685,0.1845577359199524,0.622254490852356
88,In which American state is the Isabella Stewart Gardner Museum?,Massachusetts.,0,0.19498173593577717,0.3251526936215359,0.06481077825001844,0.26476895809173584,0.8635062575340271
89,Benina international airport is in which country?,Libya.,0,0.18465889365470148,0.3623390463109803,0.006978740998422678,0.004140079021453857,0.7494738698005676
90,Beloved in 1999 was whose first movie since The Color Purple in 1985?,Beloved in 1998 was Oprah Winfrey's first movie since The Color Purple in 1985.,0,0.1943434958251873,0.3678224368818456,0.17337014067065165,0.1335117220878601,0.7437058687210083
91,Which Star Trek star directed Three Men and a Baby?,Leonard Nimoy.,0,0.1300446496880557,0.3400413169212595,0.060045760610321124,0.0,0.756484866142273
92,Which sitcom star appeared on the big screening The Object of My Affection?,Jennifer Aniston.,0,0.1720794310798361,0.3426495480228592,0.11522272543216171,0.111339271068573,0.6431615054607391
93,"""Which character did Julia """"Roberts play in Steven Spielberg's Hook?""",Tinker Bell,0,0.13415707696359574,0.26810908485114704,0.13415707696359574,0.37480753660202026,0.8427366614341736
94,Which US president did Anthony Hopkins play in a film whose title was simply his name?,Nixon.,0,0.1716682150802799,0.3340836911282196,0.009252739032340168,0.5269208550453186,0.5386656522750854
95,Which movie was a biopic about the life of David Helfgott?,Shine.,0,0.167388133314935,0.3346735996852949,0.00010266694457504467,0.2295217514038086,0.8568655997514725
96,Which film director guested as the FBI Director in The Silence of the Lambs?,Jonathan Demme.,1,0.11614769226006644,0.34223623951963406,0.04078484317354391,0.24181509017944336,0.8273980617523193
97,In which sci fi classic did the space ship Nostromo first appear?,Alien (1979),0,0.11628448023751078,0.35196353677174613,0.039415660430692896,0.24281519651412964,0.8045149147510529
98,Nigel Hawthorne was Oscar nominated for The Madness of which King?,King George IV.,0,0.15965675878342267,0.3663341762635682,0.09833781671919772,0.20381009578704834,0.8380391001701355
99,Which Swedish actress won the Best Supporting Actress Oscar for Murder on the Orient Express?,Ingrid Bergman,0,0.11864281041806746,0.2788226193618491,0.11864281041806746,-1.1920928955078125e-07,0.5604796409606934
100,In which European city is the Belvederen Gallery?,"Vatican City, Rome.",1,0.18077562740492567,0.35407650241356725,0.0912189492705861,0.0025027990341186523,0.5098579525947571
101,How old was Woody Herman when he founded his own orchestra?,Woody Herman founded his first orchestra in 1936 at the age of 25.,1,0.19309554910380408,0.3676057669623721,0.16283044768404753,0.0450175404548645,0.9273602515459061
102,Which female singer was born on exactly the same day as impressionist Rich Little?,I couldn't find any information about a female singer born on the same day as Rich Little.,1,0.1739254720246901,0.3545851445908272,0.07876441960222409,0.5081765651702881,0.5317613482475281
103,What was Pete Sampras seeded when he won his first US Open?,3,1,0.003347039175559553,0.003347039175559553,0.003347039175559553,0.5959263443946838,0.9043550342321396
104,Where did Jonathan Edwards set his 1995 triple jump world record?,I couldn't find any information on a Jonathan Edwards setting a 1995 triple jump world record.,1,0.12849565477499977,0.36669431112993767,0.04418738288326304,0.06997454166412354,0.5544968247413635
105,For which team did Babe Ruth blast his last Major League home run?,New York Yankees.,1,0.18554613147293245,0.3600377210335521,0.12738226828605922,0.088348388671875,0.09575408697128296
106,Mickey Braddock in the 50s series Circus Boy found fame with which surname in which pop band?,The Animals,1,0.06194738983723811,0.12384927446242229,0.06194738983723811,0.4068862795829773,0.8376346081495285
107,Which war veteran was Director of News & Special Events for ABC before find fame as a TV cop?,Lorne Greene,1,0.051156706103518905,0.14204386577421188,0.051156706103518905,0.5919100642204285,0.8913259208202362
108,What US sitcom was the first exported to Britain?,I Love Lucy.,1,0.15847365248818984,0.3570369860737758,0.15847365248818984,0.3328131437301636,0.7421409785747528
109,Who was the only female victim to be killed off in the opening credit sequence in Police Squad?,Sergeant Ed Hockman's wife.,1,0.10728119044804803,0.32764720264136826,0.0369023290286093,0.32448089122772217,0.7553655654191971
110,What relation was Flo Jo to Jackie Joyner Kersee?,Florence Griffith Joyner and Jackie Joyner-Kersee were both American track and field athletes and close friends.,1,0.12817312496724914,0.3661200873351344,0.08473716738627828,0.23220717906951904,0.37346911430358887
111,Yuan Yuan was caught carrying drugs for which Chinese team?,The Chinese national football team.,1,0.17041957977608213,0.35848970982734524,0.3346728281566139,0.22163063287734985,0.4540826082229614
112,In which events did Gert Fredriksson win six Olympic gold medals?,"K-1 1000m, K-1 10000m, K-1 4x1000m relay, K-1 1000m, K-1 4x1000m relay, K-1",1,0.13936630565855784,0.36619136542509195,0.10507491380214891,0.3854585886001587,0.8003726154565811
113,On the Internet what is Spam?,Unsolicited commercial messages or emails.,1,0.13066992050993564,0.36778338821011286,0.13066992050993564,0.109031081199646,0.696449339389801
114,What was Blondie's last UK No 1 of the 80s?,It's All Over Now,1,0.09842469181453231,0.23911227106201752,0.044890602509275686,0.675255686044693,1.0197285246104002
115,What is the largest city in Ohio?,Columbus.,1,0.23106179883116718,0.36675462234696543,0.09536897531536892,-1.1920928955078125e-07,0.27541500329971313
116,In which country was Earl Spencer's acrimonious divorce settlement heard?,England.,1,0.2044660034416119,0.34706023174121575,0.06187177514200805,0.2322092056274414,0.765747457742691
117,Which of the founders of United Artists had the last name nearest the beginning of the alphabet?,D.W. Griffith,1,0.10334925087359799,0.29593250110954694,0.10334925087359799,0.43222105503082275,0.7460943162441254
118,What percentage of the earth's surface is covered by Europe?,7%,1,0.1443773209107747,0.2650986621193778,0.023655979702171585,0.06439226865768433,0.9374127238988876
119,Which home of champagne in France was also where the German High Command surrendered in WWII?,"The Ritz Hotel in Paris was not the location, but the Ritz was not the correct answer. The correct answer is the Hotel du Grand Vefour in Paris was not the correct answer. The correct answer is the Hotel Meurice in",1,0.17482541506439817,0.36383163135347935,0.1631755168525619,0.33672988414764404,0.6883363723754883
120,Who was the star of the film based on the record Harper Valley PTA by Jeannie C Riley?,"Shirley Jones starred in the 1978 film ""Harper Valley PTA"".",1,0.12172829892383773,0.332171977548541,0.040672539067759646,0.2604137063026428,0.7338925004005432
121,What color golf balls are used on the golf course in Antarctica?,There are no golf courses in Antarctica.,1,0.18826402141545043,0.3558718185190631,0.05605753865506901,0.2833262085914612,0.3967428207397461
122,What was the name of Michael Jackson's second wife?,Lisa Marie Presley.,1,0.16153736134661206,0.3380446370619044,0.11741054241778895,0.47722506523132324,0.8264717757701874
123,What are the international registration letters of a vehicle from Iceland?,ÍS,1,0.06905758642367542,0.2025794284858944,0.06905758642367542,0.038369834423065186,0.9922002386301756
124,Who had the most expensive presidential inauguration ceremony of the 20th century?,John F. Kennedy.,1,0.18889358155610284,0.3678325071765514,0.15043071248102446,0.26280349493026733,0.4187382459640503
125,"In WWII, who was the head of the Nazi party's security service?",Heinrich Himmler.,1,0.16891316028082418,0.3649639607624575,0.138655537753063,0.05431479215621948,0.2688906192779541
126,Who did Dr. Crippen murder?,Helen Crippen (née Barlow).,1,0.10296449143990358,0.3569316547481304,0.0821696456129904,0.21263200044631958,0.44635021686553955
127,"In the 1904 Olympics, how many of the 23 track and field titles were won by Americans?",12,1,0.01458173754840375,0.01458173754840375,0.01458173754840375,0.19630372524261475,0.9355524480342865
128,In what year was the first in-flight movie shown on an internal flight in the USA.,1933,1,0.00212415096274394,0.00212415096274394,0.00212415096274394,0.1597645878791809,0.7860875427722931
129,Who was the first US president Barbara Walters interviewed?,Lyndon B. Johnson,1,0.08711531282377594,0.2965697044127223,0.08711531282377594,0.3460143804550171,0.7338685393333435
130,In what year was the first Tarzan novel published?,1912,1,0.003920591251061013,0.003920591251061013,0.003920591251061013,0.0,0.6752488911151886
131,In which country were motorized ambulances first used?,United States.,1,0.16377108772912943,0.3363236713154709,0.07749479593595869,0.29579299688339233,0.3254837989807129
132,What word for unthinking patriotism is derived from the name of one of Napoleon's admirers?,Jingoism.,1,0.12104879010909723,0.28686855869956757,0.12104879010909723,0.33235353231430054,0.7969704270362854
133,What was the nickname of the French singer Edith Piaf?,La Môme Piaf (The Sparrow).,1,0.08778805503452716,0.3452246154770584,0.06946648266707799,0.14885979890823364,0.4453030228614807
134,What name is given to the change of state from liquid to gas?,Vaporization.,1,0.17229121756802598,0.3638372896822555,0.17229121756802598,0.15376538038253784,0.7372116148471832
135,"Which family of insects has species named 'drivers', 'weavers', 'and even individuals called 'soldiers'?",Termites.,1,0.16796941242591698,0.34691302919727557,0.07849760404023767,0.25853490829467773,0.6064605712890625
136,What is the approximate circumference of the earth?,"40,075 kilometers.",1,0.15137224172303135,0.34340284229911777,0.10336459157900975,0.2201300859451294,0.29658764600753784
137,What was advertised with Eva Herzagovia using the slogan hello boys?,Calvin Klein jeans.,1,0.18176304761671597,0.3675622022110122,0.17858628214860073,0.3612545132637024,0.7679555863142014
138,"As at March 2001, who holds the record for scoring the most league goals for the soccer team Arsenal?",Thierry Henry did not hold the record at that time.  The record holder was Cliff Bastin.,1,0.15255848429498073,0.3676982478321329,0.0627216711935356,0.2516642212867737,0.7013445496559143
139,How many verses make up the national anthem God Save The Queen?,4 verses.,1,0.1956935998807786,0.3642789669600022,0.041107063716985144,0.07246589660644531,0.683003842830658
140,Who was the American President when the Berlin Wall was constructed?,Dwight D. Eisenhower,1,0.10930073394058548,0.31760364029004995,0.10930073394058548,0.29287946224212646,0.541520357131958
141,What was the first British football team to win the European Cup?,Nottingham Forest.,1,0.17329546575277002,0.367827558762333,0.07602941924798856,0.4456636309623718,0.6449428200721741
142,"What were Benjy and Laska, which were sent into space in 1958?","Laika and Belka and Strelka were not sent into space in 1958, but Laika was sent in 1957. However, in 1958, Belka and Strelka were sent into space.",1,0.17734911987540913,0.3655409898898451,0.11889216942041855,0.48755568265914917,0.23626887798309326
143,"Thomas Edison, who invented the lightbulb, was afraid of the dark?",No.,1,0.2562043960007778,0.3471344856021124,0.2562043960007778,0.041913628578186035,0.9985991399735212
144,Taphephobia is the fear of losing your teeth?,No.,1,0.29221124291671774,0.34139459360552415,0.29221124291671774,0.14068496227264404,0.26969558000564575
145,What was the Spice Girls' debut single called?,"""Wannabe""",1,0.13946419650454944,0.33864669142565973,0.13946419650454944,0.3213127851486206,0.6324694156646729
146,"From which country do French fries originate? France, Belgium or Switzerland?",Belgium.,1,0.22134440851190085,0.3616968870403897,0.08099192998341201,0.17704898118972778,0.4630300998687744
147,Who had a top ten hit in 1988 with Valentine?,Tommy Edwards,1,0.0077744796152283135,0.009548269449408654,0.0077744796152283135,0.45338958501815796,0.7822338938713074
148,"With which game would you use a squidger, a circular disc between 25mm and 51 mm?",Croquet.,1,0.12028058959752462,0.3418369201214032,0.009502424335585307,0.6913666725158691,0.7894856929779053
149,"What seven letter word, beginning with the letters 'Ra' is a palindrome?",Radar.,1,0.1838301760296556,0.3676440992622415,1.6252797069662923e-05,0.24173659086227417,0.8231777250766754
